category,messageId,originalTimestamp,anonymousId,name,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,traits,button_name,location,email,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,search_text,event_type
,ajs-next-1764965073248-56bbb383-10ab-4393-a2b0-8228ee93cbc6,2025-12-05 20:04:33.248000+00:00,94052dc1-56bb-4383-90ab-639322b08228,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1750436264420x989591292213482400",true,,,,,,,,,,,,,,,,,,,,impression
index,ajs-next-1764965072945-c794052d-c156-4bb3-8310-ab639322b082,2025-12-05 20:04:32.945000+00:00,94052dc1-56bb-4383-90ab-639322b08228,index,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
about_us,ajs-next-1764965655325-d9d3e8d0-7709-4639-948c-e02b80211592,2025-12-05 20:14:15.325000+00:00,d3e8d077-0926-49d4-8ce0-2b80211592a3,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763097298043x356254946344364740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763097298043x356254946344364740,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763097298043x356254946344364740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763097298043x356254946344364740,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764972499713-9d00d608-29ff-4285-b0a7-b4e1be162e88,2025-12-05 22:08:19.713000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,ajs-next-1764973510077-5657efa7-0c17-4dd2-a520-c7ceb01d1aa7,2025-12-05 22:25:10.077000+00:00,05f25657-efa7-4c17-add2-e520c7ceb01d,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1752717497153x537286585580736960, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764973658102-704fa495-5d34-483f-8eda-1dcb69c8d245,2025-12-05 22:27:38.102000+00:00,a94f06f9-704f-4495-9d34-c83f0eda1dcb,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,1744335958024x226211831616957250,true,,,main_list,,,,,,,,,,,,,,,,,impression
,ajs-next-1764972494737-f4b5a3ca-b499-4902-a28d-ebd9642f8348,2025-12-05 22:08:14.737000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,ajs-next-1764973488422-6a7060eb-2872-438b-bc79-fa6b8ea98352,2025-12-05 22:24:48.422000+00:00,3a337d32-6a70-40eb-a872-a38bbc79fa6b,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1753374338412x209529915103450200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960",true,,,,,,,,,,,,,,,,,,,,impression
index,ajs-next-1764972494739-cab499b9-02e2-4deb-9964-2f834880fa20,2025-12-05 22:08:14.739000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,index,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764972495267-99b902e2-8deb-4964-af83-4880fa20dcb4,2025-12-05 22:08:15.267000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,,,,,,impression
index,ajs-next-1764973482104-b7ed516f-c623-4868-9ea2-821300b9934f,2025-12-05 22:24:42.104000+00:00,ed516fc6-2358-489e-a282-1300b9934f67,index,,"Mozilla/5.0 (Linux; Android 15; 24117RK2CC Build/AQ3A.240829.003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.124 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764973488122-7d326a70-60eb-4872-a38b-bc79fa6b8ea9,2025-12-05 22:24:48.122000+00:00,3a337d32-6a70-40eb-a872-a38bbc79fa6b,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1753374338412x209529915103450200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960",true,,,,,,,,,,,,,,,,,,,,impression
search,ajs-next-1764973658027-a0a94f06-f970-4fa4-955d-34c83f0eda1d,2025-12-05 22:27:38.027000+00:00,a94f06f9-704f-4495-9d34-c83f0eda1dcb,search,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764972500246-29ff4285-70a7-44e1-be16-2e88e962932a,2025-12-05 22:08:20.246000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753374338412x209529915103450200",true,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764973660179-d245dc20-171f-4e62-bf1a-0f195d4c43cc,2025-12-05 22:27:40.179000+00:00,a94f06f9-704f-4495-9d34-c83f0eda1dcb,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1764893879099x465248075524681500, 1757438153395x416809556103947500, 1753985929691x853149258569598100, 1744157592334x292550965261606100, 1749580724532x760028975589297300, 1750785338983x949958887494882000, 1744260813114x505427712482621440, 1751319669665x621437589169731200, 1747184079669x994211808429350800, 1751425811600x127124815802215140, 1759153763139x433792388290277000, 1747216018889x770977089491677400, 1747170561218x640297169073643000, 1745273541628x945470626229355500, 1746827109704x963221719337950200, 1754505203290x671062062407191900, 1744751205492x235134337285239230, 1757355028996x505189727810192200, 1744740154739x566945822952470660, 1747221865162x703532834449508000, 1750783674403x491887953737125700, 1764342295066x618134664283571500, 1745528732739x896561533370513300, 1747415704843x665338483592092500, 1744907031541x119079844893356540, 1753911193017x504194995643152640, 1762889659042x996969350831174300, 1744643921578x315333816253624100, 1764781838221x716772635359430500, 1744748222708x779656090283929300, 1747848709032x210920410073364830, 1750784475796x702583457937545900, 1758312173588x895819358343598700, 1747183179554x540122160625888100, 1751744301621x758526182685981300, 1763509156539x144450665564595840, 1753909381745x872991521395046100, 1749057953945x756346430245684600, 1749068120323x412920063824988600, 1755533063776x956164571796881400, 1763148950401x545361905340972600, 1762271200864x775090106640580500, 1761919898226x928695665795906700, 1754927931120x470668069008822300, 1762364811793x796217509980630800, 1744398484109x785674167096991400, 1764711530894x480989914892320700, 1750423781412x480534435350699700, 1747827548541x313848517899538500, 1758147388607x898014240790697700, 1747864432460x772931238395911000, 1760458225389x690604949380638100, 1759423986281x805514757919405700, 1754084205128x675147807630683600, 1758120880051x675194275556497400, 1750783679107x801419812763124500, 1743547621069x279645472884266780, 1755621956288x571897163769246900, 1746938798847x931997689495082400, 1744579851707x640487742075829500, 1753135741395x558904608479141570, 1747420152884x437771544876149700, 1746635677548x343522492232585660, 1745597587022x519433479989605000, 1751749348389x952656707958261400, 1748389292320x918627677903932400, 1757369121056x350487849823425600, 1747165674437x491901038958021200, 1754081360962x724252535884739300, 1763408145585x201322720695875870, 1744743906400x631087870982087000, 1744737250347x219277345743008400, 1757437593796x460281345015416640, 1751224250248x539537516841198200, 1747398900475x598159844147748100, 1763569204895x378265538177280400, 1744282156200x727555159743162000, 1752182630575x854371423894944000, 1755271286521x378031808974615550, 1754949567759x639105313824555300, 1747594874125x270237571814453630, 1750784029587x963255839088365200, 1748581534531x956271769254002200, 1744175271939x575064790204550460, 1749173974503x736079030141835600, 1747163465846x476237095610093000, 1760118921086x941497076227920600, 1745533127765x291393362647413700, 1761762406893x958878656538368500, 1753982403438x535213824960417500, 1763672237927x725969385673238800, 1758568877707x715638242996164100, 1763305551668x997299018011994600, 1747185390251x665604546429507900, 1751402056748x637551618886434600, 1752717497153x537286585580736960, 1749742920378x965836759111504900, 1748365021326x105262688542451250, 1759930025997x126109694575208930, 1744319857648x144922844539837200, 1746631267951x741803061642879500, 1744134674881x127285411168640110, 1752687366861x422755081931784260, 1753465897836x101289632151690960, 1761044854709x307607562836745150, 1743549178851x847080663521240200, 1761762460002x434978052003146300, 1746855895334x711816173120128000, 1744397288473x909294892772270800, 1744736810207x919925185055488400, 1744335958024x226211831616957250, 1744391553368x301043576290850300, 1746467711533x453074785848415400, 1753374338412x209529915103450200, 1744760380914x558772773612561600, 1746548006831x128230088489826860, 1746843461447x686795565273950000, 1762957766158x632118084948257900, 1764963280733x431041418968701760, 1754624056001x759184470890143000, 1754941249648x796792188496967000, 1761930377989x951815782791809400, 1746765568691x979794717919274100, 1757720364741x595714121363069200, 1750436264420x989591292213482400, 1743547361284x291138005899707260, 1763255155587x707008769292458900",false,,,,,,,,,,,,,,,,,,,,impression
index,ajs-next-1764972499715-d60829ff-4285-40a7-b4e1-be162e88e962,2025-12-05 22:08:19.715000+00:00,b5a3cab4-99b9-42e2-8deb-d9642f834880,index,1743547621069x279645472884266780,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.92 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764973482114-6fc62358-689e-4282-9300-b9934f675e16,2025-12-05 22:24:42.114000+00:00,ed516fc6-2358-489e-a282-1300b9934f67,,,"Mozilla/5.0 (Linux; Android 15; 24117RK2CC Build/AQ3A.240829.003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.124 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,,,,,,impression
search,ajs-next-1764973706134-6837bf1a-4a85-47da-bf40-cc0e568ca219,2025-12-05 22:28:26.134000+00:00,37bf1a4a-8597-4aff-80cc-0e568ca2191b,search,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764973708641-191bc8c8-0509-4eaf-8705-bd44ba4fc379,2025-12-05 22:28:28.641000+00:00,37bf1a4a-8597-4aff-80cc-0e568ca2191b,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1759153763139x433792388290277000, 1750783679107x801419812763124500, 1746548006831x128230088489826860, 1744748222708x779656090283929300, 1764781838221x716772635359430500, 1760118921086x941497076227920600, 1753465897836x101289632151690960, 1755621956288x571897163769246900, 1760458225389x690604949380638100, 1747864432460x772931238395911000, 1748365021326x105262688542451250, 1752687366861x422755081931784260, 1764342295066x618134664283571500, 1762271200864x775090106640580500, 1746855895334x711816173120128000, 1758312173588x895819358343598700, 1764963280733x431041418968701760, 1746938798847x931997689495082400, 1764893879099x465248075524681500, 1744643921578x315333816253624100, 1746843461447x686795565273950000, 1763672237927x725969385673238800, 1747415704843x665338483592092500, 1751749348389x952656707958261400, 1757720364741x595714121363069200, 1755271286521x378031808974615550, 1747170561218x640297169073643000, 1747848709032x210920410073364830, 1751224250248x539537516841198200, 1761762406893x958878656538368500, 1753909381745x872991521395046100, 1762957766158x632118084948257900, 1747165674437x491901038958021200, 1744743906400x631087870982087000, 1750783674403x491887953737125700, 1749057953945x756346430245684600, 1745533127765x291393362647413700, 1749580724532x760028975589297300, 1744391553368x301043576290850300, 1761044854709x307607562836745150, 1763148950401x545361905340972600, 1763305551668x997299018011994600, 1757355028996x505189727810192200, 1745597587022x519433479989605000, 1754081360962x724252535884739300, 1755533063776x956164571796881400, 1747183179554x540122160625888100, 1749173974503x736079030141835600, 1747184079669x994211808429350800, 1753985929691x853149258569598100, 1763408145585x201322720695875870, 1749742920378x965836759111504900, 1761930377989x951815782791809400, 1751319669665x621437589169731200, 1758568877707x715638242996164100, 1743547621069x279645472884266780, 1746765568691x979794717919274100, 1744760380914x558772773612561600, 1744175271939x575064790204550460, 1744260813114x505427712482621440, 1743549178851x847080663521240200, 1752182630575x854371423894944000, 1744579851707x640487742075829500, 1751402056748x637551618886434600, 1747185390251x665604546429507900, 1749068120323x412920063824988600, 1753374338412x209529915103450200, 1751744301621x758526182685981300, 1758147388607x898014240790697700, 1747594874125x270237571814453630, 1753911193017x504194995643152640, 1747827548541x313848517899538500, 1753982403438x535213824960417500, 1763509156539x144450665564595840, 1746635677548x343522492232585660, 1746631267951x741803061642879500, 1754941249648x796792188496967000, 1744751205492x235134337285239230, 1747420152884x437771544876149700, 1761919898226x928695665795906700, 1747398900475x598159844147748100, 1744397288473x909294892772270800, 1745528732739x896561533370513300, 1748581534531x956271769254002200, 1750784029587x963255839088365200, 1746827109704x963221719337950200, 1746467711533x453074785848415400, 1754084205128x675147807630683600, 1757437593796x460281345015416640, 1752717497153x537286585580736960, 1762889659042x996969350831174300, 1751425811600x127124815802215140, 1750423781412x480534435350699700, 1744282156200x727555159743162000, 1747163465846x476237095610093000, 1754949567759x639105313824555300, 1764711530894x480989914892320700, 1761762460002x434978052003146300, 1754505203290x671062062407191900, 1750436264420x989591292213482400, 1744134674881x127285411168640110, 1762364811793x796217509980630800, 1750784475796x702583457937545900, 1757369121056x350487849823425600, 1747221865162x703532834449508000, 1744157592334x292550965261606100, 1744737250347x219277345743008400, 1744319857648x144922844539837200, 1744907031541x119079844893356540, 1744740154739x566945822952470660, 1754927931120x470668069008822300, 1743547361284x291138005899707260, 1744335958024x226211831616957250, 1744736810207x919925185055488400, 1750785338983x949958887494882000, 1759423986281x805514757919405700, 1763569204895x378265538177280400, 1754624056001x759184470890143000, 1758120880051x675194275556497400, 1763255155587x707008769292458900, 1745273541628x945470626229355500, 1753135741395x558904608479141570, 1747216018889x770977089491677400, 1759930025997x126109694575208930, 1757438153395x416809556103947500, 1744398484109x785674167096991400, 1748389292320x918627677903932400",false,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764973482479-2358689e-a282-4300-b993-4f675e1675d0,2025-12-05 22:24:42.479000+00:00,ed516fc6-2358-489e-a282-1300b9934f67,,,"Mozilla/5.0 (Linux; Android 15; 24117RK2CC Build/AQ3A.240829.003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.124 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,"1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764973706209-1a4a8597-daff-40cc-8e56-8ca2191bc8c8,2025-12-05 22:28:26.209000+00:00,37bf1a4a-8597-4aff-80cc-0e568ca2191b,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,true,,,sidebar,,,,,,,,,,,,,,,,,impression
profile,ajs-next-1764973754958-07ba3d30-b2e5-449f-8278-3ba86024cc80,2025-12-05 22:29:14.958000+00:00,cf5eeac9-d0c6-47e4-9089-353b4cf75234,business_profile,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.0 Safari/537.36",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,profile,business_profile,1752717497153x537286585580736960,,,,,,,,,,,,,,,,,,,,,page
index,ajs-next-1764973489198-8510d43e-9aa6-440c-8f33-60d69316139d,2025-12-05 22:24:49.198000+00:00,3a337d32-6a70-40eb-a872-a38bbc79fa6b,index,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764973708270-40cc0e56-8ca2-491b-88c8-05092eafc705,2025-12-05 22:28:28.270000+00:00,37bf1a4a-8597-4aff-80cc-0e568ca2191b,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/search,,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,,,,,,,,,true,,,sidebar,,,,,,,,,,,,,,,,,impression
about_us,ajs-next-1764973447268-7c91651a-f50b-40e2-87a3-df60155bbe09,2025-12-05 22:24:07.268000+00:00,91651af5-0bd0-4207-a3df-60155bbe09e4,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763033758974x684549674393884800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763033758974x684549674393884800,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763033758974x684549674393884800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763033758974x684549674393884800,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
index,ajs-next-1764973488100-c53a337d-326a-4060-ab28-72a38bbc79fa,2025-12-05 22:24:48.100000+00:00,3a337d32-6a70-40eb-a872-a38bbc79fa6b,index,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1764973793089-398178f8-c0df-4dd0-9e53-3d32b06eaa2a,2025-12-05 22:29:53.089000+00:00,8178f8c0-dfbd-40de-933d-32b06eaa2ae9,business_profile,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,1744579851707x640487742075829500,,,,,,,,,,,,,,,,,,,,,page
index,ajs-next-1764973510041-8005f256-57ef-470c-972d-d2e520c7ceb0,2025-12-05 22:25:10.041000+00:00,05f25657-efa7-4c17-add2-e520c7ceb01d,index,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '139'}, {'brand': 'Not;A=Brand', 'version': '99'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
