category,originalTimestamp,messageId,userId,anonymousId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,button_name,business_id,sponsored_listing,search_text,location,event_type
,2026-03-14 16:48:05.394000+00:00,ajs-next-1773506885394-0a8e154b-1618-4b3b-80ad-7663ac257490,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:05:26.116000+00:00,ajs-next-1773507926116-41efd401-9252-4231-b931-1b46f7b521f7,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:05:53.807000+00:00,ajs-next-1773507953807-92527231-b931-4b46-b7b5-21f74f7108b9,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 16:47:55.050000+00:00,ajs-next-1773506875050-c4bb705d-0a8e-454b-9618-8b3bc0ad7663,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:04:00.343000+00:00,ajs-next-1773507840343-a1f4dd6d-67e0-4929-8fe0-12829bf96213,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 16:53:00.461000+00:00,ajs-next-1773507180461-541433c5-6155-458d-8e84-e5c788e64eb2,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1747216018889x770977089491677400,,,,button_click
search,2026-03-14 17:10:12.107000+00:00,ajs-next-1773508212107-0bf1dbbc-8f94-4c34-92f7-06f967c48663,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,page
,2026-03-14 17:03:11.877000+00:00,ajs-next-1773507791877-fafd95b2-4d0e-4675-9566-0f6ba2ad9b55,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,more_info_text_map,1751744301621x758526182685981300,false,,,button_click
,2026-03-14 17:02:35.263000+00:00,ajs-next-1773507755263-7663ac25-7490-45bd-b85a-3380a5e681dd,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:05:18.117000+00:00,ajs-next-1773507918117-4efabf7a-41ef-4401-9252-7231b9311b46,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 16:59:26.186000+00:00,ajs-next-1773507566186-7fc01dc2-6fc5-4475-ada8-b74ff002ebca,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1754927931120x470668069008822300,,,,button_click
,2026-03-14 17:04:26.581000+00:00,ajs-next-1773507866581-cfe01282-9bf9-4213-8174-da934efabf7a,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:05:23.044000+00:00,ajs-next-1773507923044-bf7a41ef-d401-4252-b231-b9311b46f7b5,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 16:58:53.831000+00:00,ajs-next-1773507533831-129146fd-c22c-42f8-bc39-bf7e9b90108e,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1750783679107x801419812763124500,,,,button_click
,2026-03-14 17:02:29.493000+00:00,ajs-next-1773507749493-8b3bc0ad-7663-4c25-b490-15bdf85a3380,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
profile,2026-03-14 17:09:49.575000+00:00,ajs-next-1773508189575-de3f7790-9906-44a0-8818-431105187e7a,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/mfm-electrical-services--1763148950401x545361905340972600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mfm-electrical-services--1763148950401x545361905340972600,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/mfm-electrical-services--1763148950401x545361905340972600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/mfm-electrical-services--1763148950401x545361905340972600,profile,business_profile,,1763148950401x545361905340972600,,,,page
,2026-03-14 16:59:14.850000+00:00,ajs-next-1773507554850-46fdc22c-52f8-4c39-bf7e-9b90108ebb16,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1750783679107x801419812763124500,,,,button_click
,2026-03-14 17:04:54.640000+00:00,ajs-next-1773507894640-8174da93-4efa-4f7a-81ef-d40192527231,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:37.998000+00:00,ajs-next-1773507997998-b47a6779-da7f-481b-9710-2c28aae6731a,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:53.130000+00:00,ajs-next-1773508013130-17102c28-aae6-431a-b8c2-89e9a428a476,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:56.284000+00:00,ajs-next-1773508016284-2c28aae6-731a-48c2-89e9-a428a476673d,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:02:38.674000+00:00,ajs-next-1773507758674-ac257490-15bd-485a-b380-a5e681dd4cc6,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
profile,2026-03-14 17:07:37.751000+00:00,ajs-next-1773508057751-b31eade1-534b-44d3-adde-1ff6920fad15,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/ivory-holsters-llc-1747184079669x994211808429350800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/ivory-holsters-llc-1747184079669x994211808429350800,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/ivory-holsters-llc-1747184079669x994211808429350800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/ivory-holsters-llc-1747184079669x994211808429350800,profile,business_profile,,1747184079669x994211808429350800,,,,page
,2026-03-14 17:02:41.802000+00:00,ajs-next-1773507761802-749015bd-f85a-4380-a5e6-81dd4cc6fafd,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:07.781000+00:00,ajs-next-1773507967781-1b46f7b5-21f7-4f71-88b9-5cb31503156b,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:26.921000+00:00,ajs-next-1773507986921-5cb31503-156b-447a-a779-da7f281b1710,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:03:33.797000+00:00,ajs-next-1773507813797-db09d148-7a30-41f4-9d6d-67e02929cfe0,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,1743547621069x279645472884266780,true,,main_list,impression
,2026-03-14 17:03:34.111000+00:00,ajs-next-1773507814111-d1487a30-a1f4-4d6d-a7e0-2929cfe01282,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,"1757369121056x350487849823425600, 1763672237927x725969385673238800, 1744282156200x727555159743162000, 1768238584049x399775147114029200, 1754084205128x675147807630683600, 1745597587022x519433479989605000, 1746855895334x711816173120128000, 1747420152884x437771544876149700, 1746827109704x963221719337950200, 1758120880051x675194275556497400, 1755533063776x956164571796881400, 1746938798847x931997689495082400, 1753909381745x872991521395046100, 1772482882558x843076024552954900, 1765399408996x262641226191956400, 1747183179554x540122160625888100, 1753465897836x101289632151690960, 1763509156539x144450665564595840, 1772982809798x739419868972941400, 1762364811793x796217509980630800, 1754941249648x796792188496967000, 1764781838221x716772635359430500, 1757438153395x416809556103947500, 1747184079669x994211808429350800, 1753135741395x558904608479141570, 1744736810207x919925185055488400, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1748581534531x956271769254002200, 1757437593796x460281345015416640, 1754927931120x470668069008822300, 1764893879099x465248075524681500, 1761762460002x434978052003146300, 1762271200864x775090106640580500, 1744740154739x566945822952470660, 1769635123521x385801932800474700, 1747415704843x665338483592092500, 1765991015203x350068785849064760, 1745528732739x896561533370513300, 1744391553368x301043576290850300, 1754949567759x639105313824555300, 1759153763139x433792388290277000, 1744907031541x119079844893356540, 1754081360962x724252535884739300, 1746635677548x343522492232585660, 1755271286521x378031808974615550, 1749742920378x965836759111504900, 1771436045389x658317953644361100, 1768844277981x664142917381285000, 1771538218470x758525499484679000, 1751425811600x127124815802215140, 1747827548541x313848517899538500, 1761762406893x958878656538368500, 1744737250347x219277345743008400, 1754505203290x671062062407191900, 1763255155587x707008769292458900, 1770943484557x164806709481949200, 1764711530894x480989914892320700, 1754624056001x759184470890143000, 1759423986281x805514757919405700, 1763148950401x545361905340972600, 1768427614253x929508274229176300, 1766011883106x917993758751800300, 1744743906400x631087870982087000, 1744748222708x779656090283929300, 1753374338412x209529915103450200, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1748389292320x918627677903932400, 1771545376609x752763268373144000, 1745273541628x945470626229355500, 1749580724532x760028975589297300, 1744397288473x909294892772270800, 1746765568691x979794717919274100, 1747864432460x772931238395911000, 1758568877707x715638242996164100, 1746843461447x686795565273950000, 1761044854709x307607562836745150, 1768426055630x579798080961828200, 1747594874125x270237571814453630, 1758312173588x895819358343598700, 1750784029587x963255839088365200, 1744319857648x144922844539837200, 1747848709032x210920410073364830, 1744157592334x292550965261606100, 1744175271939x575064790204550460, 1744260813114x505427712482621440, 1769719058268x843927058977011000, 1750783679107x801419812763124500, 1750784475796x702583457937545900, 1758147388607x898014240790697700, 1744760380914x558772773612561600, 1771517879190x523242735258870900, 1762957766158x632118084948257900, 1751744301621x758526182685981300, 1744643921578x315333816253624100, 1770152894907x464897480736850900, 1745533127765x291393362647413700, 1764963280733x431041418968701760, 1751319669665x621437589169731200, 1746631267951x741803061642879500, 1753985929691x853149258569598100, 1750783674403x491887953737125700, 1751224250248x539537516841198200, 1770755356265x111382421474427680, 1771433486472x495156137805681660, 1750423781412x480534435350699700, 1753911193017x504194995643152640, 1755621956288x571897163769246900, 1743547621069x279645472884266780, 1771003581692x955050931630977700, 1757720364741x595714121363069200, 1771021914207x198452557005754900, 1751402056748x637551618886434600, 1751749348389x952656707958261400, 1768584016102x834619843946063900, 1744398484109x785674167096991400, 1760458225389x690604949380638100, 1766070455303x639821695383855700, 1752717497153x537286585580736960, 1744134674881x127285411168640110, 1743549178851x847080663521240200, 1764342295066x618134664283571500, 1747165674437x491901038958021200, 1762889659042x996969350831174300, 1750785338983x949958887494882000, 1747221865162x703532834449508000, 1768581853937x610498789092930300, 1744751205492x235134337285239230, 1763305551668x997299018011994600, 1749173974503x736079030141835600, 1744579851707x640487742075829500, 1746548006831x128230088489826860, 1759930025997x126109694575208930, 1747163465846x476237095610093000, 1746467711533x453074785848415400, 1747170561218x640297169073643000, 1760118921086x941497076227920600, 1752687366861x422755081931784260, 1748365021326x105262688542451250, 1761919898226x928695665795906700, 1747216018889x770977089491677400, 1750436264420x989591292213482400, 1749057953945x756346430245684600, 1765001972595x338020444395840100, 1747185390251x665604546429507900, 1757355028996x505189727810192200, 1749068120323x412920063824988600, 1761930377989x951815782791809400, 1752182630575x854371423894944000, 1763569204895x378265538177280400",false,,,impression
,2026-03-14 17:06:49.560000+00:00,ajs-next-1773508009560-281b1710-2c28-4ae6-b31a-78c289e9a428,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:09:39.385000+00:00,ajs-next-1773508179385-33cd0cb0-7a4f-41a4-8fc7-00dcd42e46e5,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,,true,,sidebar,impression
,2026-03-14 17:02:26.220000+00:00,ajs-next-1773507746220-16188b3b-c0ad-4663-ac25-749015bdf85a,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:04:37.574000+00:00,ajs-next-1773507877574-12829bf9-6213-4174-9a93-4efabf7a41ef,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
